Timestamp,link_21_mean,link_21_std,link_21_median,link_21_min,link_21_max,label,link_21_forecast,difference
2017-01-06 15:00:00,371.4,16.640673063310857,370.8,352.8,396.0,0.0,374.24146398629176,2.841463986291785
2017-01-06 18:00:00,369.0,20.711735803645244,370.8,345.6,403.2,0.0,384.02571674465605,15.025716744656052
2017-01-06 21:00:00,283.2,35.17453624427764,288.0,234.0,320.4,0.0,323.21483240022656,40.01483240022657
2017-01-07 00:00:00,187.2,23.441501658383576,187.2,154.8,219.6,0.0,201.80362988898736,14.60362988898737
2017-01-07 03:00:00,159.6,12.401290255453253,158.39999999999998,147.6,176.4,0.0,174.5804887362416,14.980488736241597
2017-01-07 06:00:00,245.4,50.62663330698575,244.8,187.2,313.2,0.0,259.62310460246266,14.223104602462655
2017-01-07 09:00:00,370.8,28.52872236886888,370.8,327.6,414.0,0.0,308.3231127526951,62.47688724730489
2017-01-07 12:00:00,367.2,17.488739234147214,376.2,338.4,381.6,0.0,345.08657410885894,22.11342589114105
2017-01-07 15:00:00,341.40000000000003,10.032746383717647,340.2,331.2,360.0,0.0,342.9232096121503,1.5232096121502536
2017-01-07 18:00:00,370.2,11.478675881825398,372.6,349.2,381.6,0.0,342.8346964649413,27.365303535058672
2017-01-07 21:00:00,305.40000000000003,54.28325708724563,309.6,230.4,370.8,0.0,313.6991995840402,8.299199584040139
2017-01-08 00:00:00,166.79999999999998,33.82212293750939,156.6,136.8,219.6,0.0,234.95066336096338,68.15066336096339
2017-01-08 03:00:00,173.4,41.69892084934572,160.2,136.8,241.2,0.0,147.7132956217321,25.686704378267905
2017-01-08 06:00:00,352.2,60.34341720519314,360.0,284.4,432.0,0.0,244.7755565960872,107.42444340391279
2017-01-08 09:00:00,457.8,17.843318077084206,460.8,424.8,478.8,0.0,425.57454287636403,32.22545712363598
2017-01-08 12:00:00,397.8,44.42755901464765,387.0,356.4,468.0,0.0,442.56645944611455,44.76645944611454
2017-01-08 15:00:00,339.0,14.294614370454342,334.8,327.6,367.2,0.0,373.01362306136326,34.01362306136326
2017-01-08 18:00:00,382.2,27.36157890181045,378.0,349.2,421.2,0.0,352.0310976215252,30.168902378474797
2017-01-08 21:00:00,325.2,53.23457523076523,327.6,252.0,396.0,0.0,332.292386568897,7.092386568896984
2017-01-09 00:00:00,173.4,35.595730081008334,158.4,140.4,226.8,0.0,229.25254790005567,55.85254790005567
2017-01-09 03:00:00,178.20000000000002,39.22183065589875,167.4,140.4,234.0,0.0,176.08658505452286,2.1134149454771602
2017-01-09 06:00:00,349.8,55.74384270930737,349.20000000000005,284.4,421.2,0.0,289.02207130580877,60.777928694191246
2017-01-09 09:00:00,439.8,14.29461437045435,442.8,417.6,460.8,0.0,419.37990510533217,20.42009489466784
2017-01-09 12:00:00,384.6,32.94868737901406,390.6,342.0,421.2,0.0,395.58229761991765,10.982297619917631
2017-01-09 15:00:00,346.8,18.7292284945216,347.4,327.6,378.0,0.0,348.58375178416543,1.7837517841654176
2017-01-09 18:00:00,399.6,11.83080724211158,396.0,385.2,414.0,0.0,374.02391374355443,25.576086256445592
2017-01-09 21:00:00,337.2,52.54849189082404,347.4,252.0,396.0,0.0,354.0954301133029,16.895430113302893
2017-01-10 00:00:00,171.6,40.25995529058621,162.0,133.2,230.4,0.0,225.18609958896826,53.58609958896827
2017-01-10 03:00:00,191.4,45.84408358774335,181.8,144.0,266.4,0.0,175.95469357405983,15.445306425940174
2017-01-10 06:00:00,361.8,59.36180590244877,370.8,266.4,421.2,0.0,316.38330342056145,45.416696579438565
2017-01-10 09:00:00,436.8,14.157965955602506,435.6,421.2,457.2,0.0,419.44365199196795,17.356348008032057
2017-01-10 12:00:00,399.0,23.376911686533795,403.2,360.0,421.2,0.0,391.6752862010289,7.324713798971118
2017-01-10 15:00:00,367.2,17.782688210728978,365.4,342.0,396.0,0.0,366.25490011094405,0.945099889055939
2017-01-10 18:00:00,397.2,14.15796595560252,396.0,378.0,414.0,0.0,393.22403169246934,3.97596830753065
2017-01-10 21:00:00,328.8,52.89264599166881,329.4,259.2,388.8,0.0,347.6516549111304,18.851654911130368
2017-01-11 00:00:00,172.79999999999998,39.37024256973788,163.8,129.6,237.6,0.0,215.82934574326825,43.029345743268266
2017-01-11 03:00:00,180.6,44.34970123912901,163.8,140.4,241.2,0.0,180.60737449919083,0.0073744991908313295
2017-01-11 06:00:00,371.4,55.79032174131996,367.2,302.4,457.2,0.0,295.55211193844787,75.84788806155211
2017-01-11 09:00:00,427.2,10.350652153366964,428.4,410.4,442.8,0.0,422.71574945177974,4.4842505482202455
2017-01-11 12:00:00,372.0,11.757550765359255,374.4,356.4,385.2,0.0,394.5519138187333,22.551913818733283
2017-01-11 15:00:00,369.6,19.67414547064243,361.8,356.4,406.8,0.0,349.02675316991724,20.57324683008278
2017-01-11 18:00:00,390.6,13.029811971014771,388.8,374.4,410.4,0.0,390.207361960427,0.3926380395730007
2017-01-11 21:00:00,334.8,54.406470203460174,343.8,244.8,392.4,0.0,340.143293842239,5.343293842239007
2017-01-12 00:00:00,184.8,37.66547490740029,178.2,144.0,234.0,0.0,218.1757153423506,33.37571534235059
2017-01-12 03:00:00,208.2,58.8648621844985,194.4,147.6,306.0,0.0,194.4212664388275,13.778733561172487
2017-01-12 06:00:00,426.0,72.34716304043994,430.2000000000001,320.4,504.0,0.0,343.81622242757646,82.18377757242354
2017-01-12 09:00:00,499.8,17.843318077084216,498.6,482.4,529.2,0.0,468.60733605349964,31.192663946500375
2017-01-12 12:00:00,421.8,39.13361726188876,419.4,378.0,468.0,0.0,449.4673498041116,27.66734980411161
2017-01-12 15:00:00,388.2,6.986844781444628,387.0,381.6,399.6,0.0,404.24320328869976,16.04320328869977
2017-01-12 18:00:00,394.8,16.206665295488783,390.6,381.6,424.8,0.0,401.902277957643,7.102277957642968
2017-01-12 21:00:00,320.40000000000003,44.61676814830945,316.8,255.6,378.0,0.0,346.5598231658097,26.159823165809655
2017-01-13 00:00:00,198.6,34.78551422647079,190.8,162.0,248.4,0.0,210.9640598098544,12.36405980985441
2017-01-13 03:00:00,171.6,26.51972850539764,163.8,147.6,219.6,0.0,202.70288114508608,31.102881145086087
2017-01-13 06:00:00,312.6,45.900588231524885,327.6,244.8,356.4,0.0,317.1361660486143,4.536166048614291
2017-01-13 09:00:00,428.4,17.92785542110376,423.0,410.4,453.6,0.0,368.2722725849104,60.127727415089566
2017-01-13 12:00:00,402.0,28.498421008891,401.4,367.2,446.4,0.0,377.242445333529,24.75755466647098
2017-01-13 15:00:00,385.2,11.154192037077364,388.8,363.6,396.0,0.0,379.67513485570356,5.524865144296427
2017-01-13 18:00:00,378.6,21.165632520668996,385.2,349.2,403.2,0.0,389.66954852873096,11.069548528730934
2017-01-13 21:00:00,304.8,32.652350604512385,306.0,262.8,349.2,0.0,322.36717282399496,17.56717282399495
2017-01-14 00:00:00,189.0,26.134115634549403,180.0,165.6,226.8,0.0,211.55813935294017,22.558139352940174
2017-01-14 03:00:00,165.0,6.200645127726632,165.6,158.4,172.8,0.0,176.63974431371554,11.63974431371554
2017-01-14 06:00:00,254.4,44.53924112510226,253.8,190.8,316.8,0.0,271.6583805324939,17.258380532493874
2017-01-14 09:00:00,375.6,21.07358536177457,376.2,342.0,399.6,0.0,335.58019629287173,40.01980370712829
2017-01-14 12:00:00,379.8,19.816356880112952,374.4,356.4,403.2,0.0,351.58862136448136,28.211378635518656
2017-01-14 15:00:00,357.6,7.436128024718243,356.4,349.2,370.8,0.0,357.1242990130133,0.47570098698673746
2017-01-14 18:00:00,370.8,18.6367379119845,374.4,342.0,388.8,0.0,358.33465087425003,12.46534912574998
2017-01-14 21:00:00,305.40000000000003,30.49747530534289,302.4,273.6,349.2,0.0,312.96357403248317,7.563574032483132
2017-01-15 00:00:00,169.79999999999998,33.18385149436394,162.0,140.4,226.8,0.0,211.1676656619427,41.36766566194271
2017-01-15 03:00:00,175.20000000000002,38.212039987417576,171.0,126.0,230.4,0.0,156.70543328099765,18.494566719002364
2017-01-15 06:00:00,363.0,56.71190351240202,370.8,284.4,432.0,0.0,265.343199639264,97.65680036073599
2017-01-15 09:00:00,474.0,16.52343789893614,473.4,453.6,493.2,0.0,446.616023059991,27.383976940009006
2017-01-15 12:00:00,408.0,29.657241948637104,412.2,356.4,439.2,0.0,451.9103441712341,43.9103441712341
2017-01-15 15:00:00,346.2,9.770977433194703,345.6,331.2,360.0,0.0,383.0080541542989,36.80805415429893
2017-01-15 18:00:00,399.6,18.21471932256984,399.6,378.0,424.8,0.0,360.24692302365565,39.35307697634437
2017-01-15 21:00:00,339.6,56.769005628071405,342.0,262.8,414.0,0.0,348.15199900136565,8.55199900136563
2017-01-16 00:00:00,178.20000000000002,34.436027645476194,172.8,136.8,223.2,0.0,227.3265503140188,49.12655031401877
2017-01-16 03:00:00,184.2,40.11483516107228,176.39999999999998,140.4,244.8,0.0,180.45187604441833,3.7481239555816614
2017-01-16 06:00:00,350.40000000000003,60.61128607775951,360.0,266.4,410.4,0.0,319.08364213213065,31.316357867869385
2017-01-16 09:00:00,452.4,17.43926603960155,453.6,428.4,475.2,0.0,428.53384969196634,23.86615030803364
2017-01-16 12:00:00,384.6,26.78716110378253,381.6,356.4,428.4,0.0,403.5299785984305,18.929978598430466
2017-01-16 15:00:00,357.6,32.01099811002462,356.4,316.8,399.6,0.0,343.6479193718017,13.952080628198303
2017-01-16 18:00:00,418.8,12.6085685151012,417.6,403.2,435.6,0.0,389.66731550351005,29.132684496489958
2017-01-16 21:00:00,340.8,43.776157894452105,343.8,280.8,392.4,0.0,364.8553200276946,24.055320027694563
2017-01-17 00:00:00,175.20000000000002,33.822122937509405,163.8,144.0,226.8,0.0,217.95869035551328,42.75869035551327
2017-01-17 03:00:00,194.4,43.43933701151526,189.0,144.0,248.4,0.0,178.17490279864035,16.22509720135966
2017-01-17 06:00:00,378.0,55.06941074680207,367.2000000000001,306.0,446.4,0.0,326.45902423372513,51.54097576627487
2017-01-17 09:00:00,466.8,20.19425660924412,471.6,428.4,482.4,0.0,450.4526480431783,16.347351956821683
2017-01-17 12:00:00,416.4,31.521421287752883,406.8,388.8,468.0,0.0,416.94002445353505,0.540024453535068
2017-01-17 15:00:00,383.4,14.886772652257452,387.0,363.6,399.6,0.0,385.6687389618802,2.268738961880217
2017-01-17 18:00:00,399.6,17.189764396291192,397.8,378.0,421.2,0.0,418.1457850401617,18.54578504016166
2017-01-17 21:00:00,345.0,51.690618104255584,358.2,270.0,403.2,0.0,339.10298076450016,5.89701923549984
2017-01-18 00:00:00,177.0,39.98539733452703,171.0,136.8,244.8,0.0,217.18203897346615,40.18203897346615
2017-01-18 03:00:00,195.6,47.30496802662483,192.6,140.4,270.0,0.0,186.3614773102177,9.238522689782286
2017-01-18 06:00:00,382.2000000000001,59.04073170278297,385.2000000000001,291.6,450.0,0.0,324.57438126376917,57.62561873623093
2017-01-18 09:00:00,446.4,13.276144018501752,446.4,424.8,464.4,0.0,445.4073177894795,0.9926822105204565
2017-01-18 12:00:00,388.8,28.0707677130498,385.2,352.8,432.0,0.0,405.5903552660584,16.790355266058384
2017-01-18 15:00:00,379.2,11.975975951879652,379.8,360.0,392.4,0.0,368.882874365732,10.317125634267995
2017-01-18 18:00:00,409.2,13.97368956288924,403.2000000000001,396.0,428.4,0.0,397.07486588203534,12.125134117964649
2017-01-18 21:00:00,341.40000000000003,31.41846590780652,338.4,298.8,378.0,0.0,358.98773090745914,17.587730907459104
2017-01-19 00:00:00,188.4,39.28236245441459,181.8,147.6,241.2,0.0,209.76027641011302,21.360276410113016
2017-01-19 03:00:00,208.2,54.2354865378748,199.8,151.2,277.2,0.0,204.6235698677489,3.5764301322510903
2017-01-19 06:00:00,428.4,52.51559768297415,441.0,360.0,475.2,0.0,367.23098415346874,61.16901584653124
2017-01-19 09:00:00,506.4,27.385251505144147,509.4,464.4,543.6,0.0,479.61499228768184,26.785007712318134
2017-01-19 12:00:00,437.4,34.05759827116411,428.4,406.8,500.4,0.0,447.3573375863833,9.957337586383346
2017-01-19 15:00:00,398.4,14.519504123764026,397.8,385.2,424.8,0.0,413.16022683979327,14.76022683979329
2017-01-19 18:00:00,402.0,14.519504123764014,401.4,385.2,424.8,0.0,413.48414349526035,11.484143495260355
2017-01-19 21:00:00,331.8,33.26187006167874,336.6,291.6,374.4,0.0,349.84680422291547,18.046804222915455
2017-01-20 00:00:00,202.8,38.076134257563474,201.6,154.8,252.0,0.0,211.42594807691017,8.625948076910163
2017-01-20 03:00:00,177.6,28.039971469315024,165.6,151.2,226.8,0.0,206.13862623506458,28.538626235064584
2017-01-20 06:00:00,312.0,56.586076025821015,298.8,241.2,396.0,0.0,331.24272849985744,19.242728499857435
2017-01-20 09:00:00,430.2,25.122738704209773,428.4,396.0,460.8,0.0,378.76646323894846,51.43353676105153
2017-01-20 12:00:00,411.6,20.449352067975163,406.8,385.2,439.2,0.0,382.61120788397636,28.98879211602366
2017-01-20 15:00:00,396.6,18.13151951712818,388.8,378.0,421.2,0.0,385.53876035627474,11.061239643725287
2017-01-20 18:00:00,379.8,19.151187952709368,381.6,349.2,403.2,0.0,403.48825983215914,23.688259832159133
2017-01-20 21:00:00,292.2,28.016852071565783,288.0,252.0,324.0,0.0,315.66937030237335,23.469370302373363
2017-01-21 00:00:00,194.4,29.335030253947235,194.4,162.0,241.2,0.0,191.05850947472072,3.3414905252792835
2017-01-21 03:00:00,161.4,13.357245224970612,162.0,147.6,183.6,0.0,177.67001271959114,16.270012719591136
2017-01-21 06:00:00,263.40000000000003,44.58286666422429,264.6,212.4,324.0,0.0,267.27970344129113,3.879703441291099
2017-01-21 09:00:00,388.2,44.640967731446,390.6,324.0,439.2,0.0,354.20393122564644,33.996068774353546
2017-01-21 12:00:00,386.4,11.975975951879644,385.2000000000001,370.8,403.2,0.0,372.8064615797594,13.593538420240577
2017-01-21 15:00:00,355.8,15.002399808030711,354.6,338.4,374.4,0.0,366.39505252606756,10.595052526067548
2017-01-21 18:00:00,388.2,11.478675881825405,388.8,374.4,399.6,0.0,350.118729280362,38.081270719637985
2017-01-21 21:00:00,312.6,51.79080999559671,315.0,234.0,367.2,0.0,324.45657121122167,11.856571211221649
2017-01-22 00:00:00,174.0,38.27981191176363,167.4,136.8,230.4,0.0,215.74222348479648,41.74222348479648
2017-01-22 03:00:00,177.6,40.77175492911728,172.8,133.2,241.2,0.0,159.4919637906432,18.108036209356783
2017-01-22 06:00:00,372.6,57.54372250732478,378.0,291.6,439.2,0.0,282.681770398657,89.918229601343
2017-01-22 09:00:00,486.6,20.79499939889396,491.4,457.2,514.8,0.0,462.8571141637718,23.742885836228197
2017-01-22 12:00:00,412.8,45.74503251720344,417.6,352.8,478.8,0.0,459.3776004085927,46.57760040859267
2017-01-22 15:00:00,356.40000000000003,10.679325821417743,352.8,345.6,374.4,0.0,382.5031925054836,26.10319250548355
2017-01-22 18:00:00,397.8,18.601935383179875,399.6,363.6,417.6,0.0,378.70463642290866,19.095363577091348
2017-01-22 21:00:00,346.8,52.3012810550564,342.0,270.0,406.8,0.0,338.12783977574276,8.672160224257254
2017-01-23 00:00:00,181.2,36.47684196856959,174.60000000000002,144.0,237.6,0.0,229.48130483276216,48.281304832762174
2017-01-23 03:00:00,193.2,44.07121509557003,183.6,147.6,259.2,0.0,182.01607719270376,11.183922807296227
2017-01-23 06:00:00,357.0,49.80072288631965,361.8,277.2,414.0,0.0,345.11111402971005,11.888885970289948
2017-01-23 09:00:00,461.4,14.652781305950093,464.4,439.2,478.8,0.0,442.93573208637235,18.464267913627623
2017-01-23 12:00:00,401.4,27.58173308550425,399.6,370.8,435.6,0.0,402.74999690749667,1.3499969074966884
2017-01-23 15:00:00,373.2,21.19622607918683,365.4,352.8,403.2,0.0,357.5844824611344,15.61551753886556
2017-01-23 18:00:00,423.0,21.927516959291125,419.4,403.2,464.4,0.0,410.60555200274473,12.39444799725527
2017-01-23 21:00:00,337.2,50.741698828478334,347.4,273.6,396.0,0.0,367.59799574319317,30.397995743193178
2017-01-24 00:00:00,174.6,42.09075908082437,169.2,126.0,241.2,0.0,202.90647854609563,28.306478546095633
2017-01-24 03:00:00,198.0,49.04463273386805,192.6,140.4,273.6,0.0,180.22353071857466,17.776469281425335
2017-01-24 06:00:00,373.8,48.90791347011238,387.0,302.4,424.8,0.0,332.8422125586572,40.957787441342816
2017-01-24 09:00:00,471.6,20.867582514512787,460.8,457.2,511.2,0.0,454.3981903055516,17.2018096944484
2017-01-24 12:00:00,427.8,32.31321711003097,419.4,396.0,475.2,0.0,425.1922295814319,2.6077704185681228
2017-01-24 15:00:00,379.8,8.744369617073598,381.6,363.6,388.8,0.0,399.68092734096774,19.88092734096773
2017-01-24 18:00:00,418.8,15.216832784781472,414.0,403.2,439.2,0.0,405.43205692826814,13.367943071731872
2017-01-24 21:00:00,349.2,44.790713323187866,352.8,284.4,399.6,0.0,355.554455498352,6.354455498352024
2017-01-25 00:00:00,177.0,34.33552096590352,169.2,140.4,219.6,0.0,214.61759149418407,37.61759149418407
2017-01-25 03:00:00,199.8,46.92444991686104,189.0,151.2,270.0,0.0,190.719307178561,9.080692821439015
2017-01-25 06:00:00,386.4,53.47747189237728,396.0,302.4,442.8,0.0,333.03157749888476,53.36842250111522
2017-01-25 09:00:00,459.6,31.35653042031277,457.2,417.6,504.0,0.0,455.81465171729604,3.7853482827039784
2017-01-25 12:00:00,400.2,21.409156919411817,396.0,381.6,439.2,0.0,422.076915525123,21.876915525123025
2017-01-25 15:00:00,373.2,12.190488095232292,370.8,360.0,392.4,0.0,373.46957561877747,0.2695756187774805
2017-01-25 18:00:00,414.6,18.55543047196696,414.0,388.8,442.8,0.0,401.056891445732,13.54310855426803
2017-01-25 21:00:00,351.0,57.633740118094,358.20000000000005,262.8,421.2,0.0,354.51179708518936,3.5117970851893574
2017-01-26 00:00:00,188.4,38.27981191176362,180.0,147.6,244.8,0.0,211.86937982456737,23.46937982456737
2017-01-26 03:00:00,214.2,57.723617350266615,208.8,147.6,298.8,0.0,208.23239925909078,5.967600740909205
2017-01-26 06:00:00,433.8,69.08811764695865,437.4,334.8,525.6,0.0,386.7268761449406,47.07312385505941
2017-01-26 09:00:00,534.6,32.97489954495694,534.6,486.0,572.4,0.0,492.42093114128636,42.17906885871366
2017-01-26 12:00:00,430.2,32.57950275863645,421.2000000000001,392.4,471.6,0.0,468.6880043157531,38.48800431575313
2017-01-26 15:00:00,394.2,8.744369617073598,392.4,385.2,410.4,0.0,395.01933559735227,0.8193355973522785
2017-01-26 18:00:00,407.4,17.697457444503154,410.4,381.6,428.4,0.0,422.5165100499008,15.116510049900796
2017-01-26 21:00:00,345.0,40.24385667403164,345.6,284.4,392.4,0.0,352.1694521332503,7.1694521332502745
2017-01-27 00:00:00,207.0,38.82329197788358,207.0,154.8,266.4,0.0,213.8116794809476,6.811679480947589
2017-01-27 03:00:00,180.6,25.700739288977665,172.8,158.4,219.6,0.0,211.64081818748713,31.040818187487133
2017-01-27 06:00:00,313.8,49.435048295718296,316.8,244.8,385.2,0.0,339.58221780934156,25.782217809341546
2017-01-27 09:00:00,445.2,18.167223233064544,444.6,421.2,464.4,0.0,396.284424532416,48.915575467584006
2017-01-27 12:00:00,418.2,19.772708463940887,423.0,385.2,439.2,0.0,384.04753408388757,34.15246591611242
2017-01-27 15:00:00,405.0,14.534373051494168,408.6,378.0,421.2,0.0,392.8501743255344,12.149825674465603
2017-01-27 18:00:00,403.8,22.356743948974323,399.6,381.6,435.6,0.0,410.1227891599826,6.3227891599825625
2017-01-27 21:00:00,301.8,37.232888687288266,300.6,252.0,349.2,0.0,341.0707160010036,39.270716001003564
2017-01-28 00:00:00,195.0,20.162142743270127,190.8,165.6,219.6,0.0,193.60537567297916,1.3946243270208356
2017-01-28 03:00:00,165.0,14.29461437045435,162.0,151.2,190.8,0.0,176.2128238053543,11.212823805354304
2017-01-28 06:00:00,262.2,48.90791347011237,257.4,198.0,331.2,0.0,269.37082124290544,7.170821242905447
2017-01-28 09:00:00,389.4,31.00322563863312,383.4,345.6,428.4,0.0,367.58277792167473,21.817222078325244
2017-01-28 12:00:00,402.6,20.669978229306366,403.2,367.2,424.8,0.0,369.08877259669697,33.51122740330305
2017-01-28 15:00:00,373.2,11.975975951879674,378.0,356.4,385.2,0.0,385.52702116193785,12.327021161937864
2017-01-28 18:00:00,402.0,10.09712830462206,401.4,385.2,414.0,0.0,373.8101382597952,28.189861740204776
2017-01-28 21:00:00,314.40000000000003,41.71445792528057,313.2,255.6,363.6,0.0,329.7516509857415,15.351650985741458
2017-01-29 00:00:00,175.79999999999998,36.5300971802704,167.4,136.8,234.0,0.0,210.33544454827,34.53544454827002
2017-01-29 03:00:00,183.0,41.57441520935682,174.6,144.0,248.4,0.0,161.4566653452795,21.543334654720496
2017-01-29 06:00:00,383.4,73.2756985637121,378.0,284.4,500.4,0.0,295.0939115689145,88.30608843108547
2017-01-29 09:00:00,499.8,17.55038461117022,505.8,464.4,511.2,0.0,477.54715251918356,22.252847480816456
2017-01-29 12:00:00,423.0,45.46559138513432,414.0,370.8,507.6,0.0,477.92341646731205,54.92341646731205
2017-01-29 15:00:00,351.6,22.50119996800169,360.0,309.6,374.4,0.0,389.09799437828,37.49799437828
2017-01-29 18:00:00,419.4,29.57701810527897,432.0,370.8,446.4,0.0,380.14618933700285,39.253810662997125
2017-01-29 21:00:00,347.40000000000003,54.489778858057385,347.4,270.0,403.2,0.0,350.16425259575743,2.764252595757398
2017-01-30 00:00:00,189.6,35.10076922234044,183.6,144.0,244.8,0.0,222.86996562180175,33.26996562180176
2017-01-30 03:00:00,193.2,41.962268766118925,183.6,154.8,259.2,0.0,193.45333222738773,0.2533322273877445
2017-01-30 06:00:00,368.4,63.77861710636253,376.2000000000001,273.6,453.6,0.0,354.03186930765037,14.36813069234961
2017-01-30 09:00:00,480.0,30.34837722185488,484.2,442.8,518.4,0.0,458.6345269566302,21.365473043369775
2017-01-30 12:00:00,409.2,30.77245521566321,415.8,352.8,439.2,0.0,419.2587374582197,10.058737458219696
2017-01-30 15:00:00,378.0,17.03830977532691,376.2,360.0,399.6,0.0,359.48106832439646,18.51893167560354
2017-01-30 18:00:00,432.0,9.924515101504973,432.0,421.2,442.8,0.0,422.6542379731159,9.345762026884074
2017-01-30 21:00:00,356.40000000000003,65.94979908991385,367.2000000000001,266.4,424.8,0.0,367.1577677762565,10.757767776256458
2017-01-31 00:00:00,181.2,35.32160811741162,167.4,151.2,237.6,0.0,220.48843592687018,39.28843592687019
